Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x )
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-22 12:44:12 CDT,2021-08-22,12:44:12,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,77,2084,0,00:01:55,https://www.facebook.com/859812614374744/posts/1468244166864916,#RUTADELVINOAGS🍇🍷,https://www.facebook.com/VivaAguascalientes/videos/374058514101009/,,,Viva Aguascalientes,"Del 2 al 5 de septiembre acompáñanos a disfrutar del arranque de las Vendimias de la #RutaDelVinoAgs con catas, recorridos, conferencias, gastronomía, arte, cultura y deporte. ¡Bienvenidos a la Ruta del Vino Aguascalientes! Consulta www.rutadelvinoaguascalientes.com:=:https://rutadelvinoaguascalientes.com/ para enterarte de todos los detalles.",,,,-16
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-21 15:03:59 CDT,2021-08-21,15:03:59,Photo,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1467634863592513,"En México, los días 21 de agosto se celebra el Día Nacional del Trabajador Social. 24 horas dedicadas para reconocer a los profesionales que se dedican a tan noble labor. Por eso en este día, felicitamos a aquellas mujeres y hombres que, en su noble labor, brindan su tiempo y esfuerzo para darle solución a los problemas de los demás, creando un ambiente de seguridad para las personas. #DíaDelTrabajadorSocial👩🏼‍💼👨‍💼 #AliadosPorCosío🤝",https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1467634826925850/?type=3,,Día del DIF DIF MUNICIPAL coSO TRABAJADOR ¡Aliados por Cosío! SOCIAL ROGRESANDO,,,,,,-0.82
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-20 15:30:25 CDT,2021-08-20,15:30:25,Photo,11,7,0,4,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1466953100327356,"Continúa la Congregación Mariana Trinitaria, beneficiando a 50 familias cosillenses con subsidios en #tinacos y #cisternas. Cabe mencionar que este programa es de subsidios para grupos comunitarios y #todas y cada una de las personas que lo soliciten pueden acceder a estos beneficios, incluidas todas nuestras comunidades. El Ayuntamiento de Cosío apoya a esta y demás asociaciones civiles en su labor a la sociedad. Para mayor información con gusto se les atiende en oficinas de Presidencia Municipal. #AliadosPorCosío🤝",https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1466952856994047/?type=3,,,"Photos from Gobierno Municipal de Cosio, Ags's post",,,,,-0
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-20 10:24:54 CDT,2021-08-20,10:24:54,Photo,5,4,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1466803007009032,La Dirección de Seguridad Pública y Movilidad del Municipio de Cosío en coordinación con el área de Prevención del Delito y Centro de Integración Juvenil realizaron el taller de alcoholismo para familiares de beneficiarios del programa #REINTEGRA el cuál se llevó acabó en las instalaciones del Polivalente impartido por la Psicóloga Mirolet Yoselín Betts Ortiz y Lic. Carla Andrea Martínez García Rojas. #AliadosPorCosío🤝,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1466802707009062/?type=3,,,"Photos from Gobierno Municipal de Cosio, Ags's post",,,,,-0.55
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-19 14:26:22 CDT,2021-08-19,14:26:22,Photo,16,8,0,8,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1466223737066959,‼️COMUNICADO A PRODUCTORES‼️🚜 Se invita a los productores a que pasen a cobrar el apoyo de Producción para el Bienestar a las oficinas de Telégrafos.,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1466223677066965/?type=3,,"4-COSÍO 4-COSÍO 4-COSÍO 4-COSÍO 4-COSÍO 4-COSÍO 4-COSÍO 4-COSíO 4-COSÍO 116-COSIO 116-COSIO 116-COSIO 116-COSIO 116-COSIO 121-SALERO, EL 121-SALERO, EL 121-SALERO, EL 121-SALERO,EL JOSE SANTOS ADAME CORTES AURORA DE LARA GARCIA JOSE SANTOS ADAME CORTES TIMOTEO ANTONIO CHAVEZ ROMO DOMINGO GUITRON DE LUNA ANTONIO AVILA ACOSTA JOSE SANTOS BADILLO LOPEZ MARIA BERENICE GARCIA ACOSTA NICANOR GARCIA RODRIGUEZ 4-COSÍO 4-COSÍO 4-COSÍO 125-SOLEDAD DE ARRIBA (ZACATE MARIA GUADALUPE DIOSDADO MURILLO 125-SOLEDAD DE ARRIBA (ZACATE ROSA MARIA GALLEGOS MARTINES 125-SOLEDAD DE ARRIBA (ZACATE MARIA GUADALUPE DIOSDADO MURILLO","Photos from Gobierno Municipal de Cosio, Ags's post",,,,,0.84
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-18 18:31:06 CDT,2021-08-18,18:31:06,Photo,5,4,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1465657753790224,‼️‼️EN DONACIÓN‼️‼️ SOLUCIÓN PARA DIÁLISIS PERITONEAL. Informes en el DIF Municipal Cosío.,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1465657613790238/?type=3,,"17501125102209 Clave: 010.000.2352.00 SOLUCIÓN PARA DIÁLISIS PERITONEAL MODIFICADAEN MAGNESIO LACTATO Solución 2.5% Para diálisis peritoneal 4003180 doble Consérvesetemperaturaambiente LOTEo. Q20T229 F.FAB.: Oct-22 CARGAMÁXIMA Q20T229 T229 Reg. No. 456M93 SSA IV Hecho en México por: Laboratorios PiSA, S.A. San Isidro fazatepec A, CyE Santa Cruz Flores, C.P. Tlajomulco MÁX.133Kg/7CAJAS CONTENIDO NETO: Zuñiga, Jalisco, México 8 Bolsas con 2000 mL c/u 20201001202210010008 Atención,","Photos from Gobierno Municipal de Cosio, Ags's post",,,,,-0.55
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-18 14:56:04 CDT,2021-08-18,14:56:04,Photo,8,3,0,4,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1465557767133556,‼️EVENTO POSPUESTO ‼️ Estén atentos a la nueva convocatoria.,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1465557743800225/?type=3,,,,,,,,-0.27
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-18 14:49:19 CDT,2021-08-18,14:49:19,Photo,4,2,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1465554793800520,“Campaña de vacunación antirrábica 2021” DELEGACIÓN LA PUNTA🐈🐕,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1465554763800523/?type=3,,,,,,,,-0.64
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-18 13:37:15 CDT,2021-08-18,13:37:15,Photo,28,21,3,4,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1465517403804259,El personal de Servicios Públicos continúa con labores de mejoramiento y mantenimiento de diversas áreas de nuestro Municipio. Invitamos a todos los ciudadanos a cuidar estas áreas y conservarlas en buen estado. #aliadosporcosío🌳🤝,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1465516173804382/?type=3,,,"Photos from Gobierno Municipal de Cosio, Ags's post",,,,,1.47
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-17 16:43:28 CDT,2021-08-17,16:43:28,Photo,8,5,0,2,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1464928557196477,"COSÍO PRESENTE EN LA RUTA DEL VINO 🍷 🍇 🍇CU4TRO SOLES 🍇EL POTRERITO 🍇EL SECRETO Del 2 al 5 de septiembre, música, gastronomía, catas, arte, cultura, deporte y actividades para toda la familia en Las Vendimias de la #RutaDelVinoAgs consulta el programa general o descárgalo en www.rutadelvinoaguascalientes.com:=:https://rutadelvinoaguascalientes.com/",https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1464928230529843/?type=3,,"Contigoal100 VENDIMIAS DELA RUTA DEL VINO Vinícola EL SECRETO 3al5 SEP 2021 Û1 servicios: (:Difcrecopdeivida Viernes SEP 2021 RECORRIDOS EN NVIÑEDO, CAVA YARBOLES FRUTALES Horario: 11:30 13:30 15:30h Cupo: personas Duración: minutos Costo: $350.00 Incluye: degustación de2 etiquetas todas lasf Tarjeta créditoy debito CATA DE VINOS DE LA CASA Horario: 12:501 14:50 •Cupo: personas (previa reservación) Duración: Thoray minutos Costo: $300.00 legustación de etiquetas TALLER DE QUESO, PAN YVINO IMPARTIDO POR LA UVM. Impartido porel Noriega Artessano 7:00h, Cupo: Sin Sommelier Areli Delgado dela UVM,y Benjamín personas previa reservación) www.rutadelvinoaguascalientes.com #RutaDelVinoAgs","Photos from Gobierno Municipal de Cosio, Ags's post",,,,,-0.27
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-17 13:51:46 CDT,2021-08-17,13:51:46,Photo,9,9,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1464843880538278,"Día del Veterinario en México El 17 de agosto se celebra en México el Día del Médico Veterinario Zootecnista, fecha en la que se fundó la primera escuela veterinaria en nuestro país y en el continente americano, en 1853. FELICIDADES A TODOS NUESTROS VETERINARIOS !!!!!🐖🐑🐕🐈",https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1464843850538281/?type=3,,,,,,,,-0.18
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-16 18:37:19 CDT,2021-08-16,18:37:19,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1464285907260742,Fútbol IDEA 6X6⚽️ CONVOCAN Categorías 2005-2006 y 2003-2004 Informes en oficinas de Deportes en Presidencia Municipal.,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1464285863927413/?type=3,,,,,,,,-0.91
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-16 13:49:37 CDT,2021-08-16,13:49:37,Photo,12,9,1,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1464147207274612,“Campaña de vacunación antirrábica 2021” 🦮🐈🐕🐈‍⬛🐩🐈 Lleva a tus perros y gatos a vacunar. Este Martes y Jueves de 9am a 2pm. Frente a la presidencia municipal y frente al centro de salud. ¡No olvides llevar tu cubrebocas!😷 salud.,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1464147170607949/?type=3,,,,,,,,0.63
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-14 14:55:36 CDT,2021-08-14,14:55:36,Photo,23,15,0,5,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1462798904076109,“CAMPAÑA DE BARBERÍA”✂️🔵⚪️🔴 Delegación LA PUNTA.,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1462798267409506/?type=3,,,"Photos from Gobierno Municipal de Cosio, Ags's post",,,,,1.21
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-13 08:16:53 CDT,2021-08-13,08:16:53,Photo,37,27,1,4,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1461547147534618,,https://www.facebook.com/112037100219233/photos/a.129923691763907/540529887369950/?type=3,,,Culturas Populares Aguascalientes,"“Miren, este oficio de hacer escobetas data de los años 1914; la primer persona que lo hizo fue Isidoro Rodríguez y este oficio de las escobetas se fue pasando de generación en generación hasta la fecha, ya que Isidoro Rodríguez era tío de mi papá y de ahí para acá seguimos haciéndolas, ya por las cuestiones de lo que vienen siendo los plásticos prácticamente las personas han dejado de usarlas un poco, pero déjeme decirle que esto es lo mejor que hay para lavar los trastes y los utensilios domésticos, ya que esta planta llamada “lechuguilla” se da aquí en la región y tiene muchas propiedades que nos sirven en vez de perjudicarnos, porque son totalmente biodegradables.”
Vidal García
 #Procesoartesanal #CulturasPopulares #ICA #Cosío #Aguascalientes",,,,1.95
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-13 08:14:42 CDT,2021-08-13,08:14:42,Photo,13,10,1,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1461546060868060,“Campaña de vacunación antirrábica 2021” 🦮🐈🐕🐈‍⬛🐩🐈 Lleva a tus perros y gatos a vacunar. #HOY Viernes de 9am a 2pm. Frente a la presidencia municipal y frente al centro de salud. ¡No olvides llevar tu cubrebocas!,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1461546030868063/?type=3,,"¡QUÉ PERRO ES CUIDAR A TU MASCOTA CAMPAÑA DE VACUNACIÓN GRATUITA LLEVAAT TUS PERROS YGATOS AVACUNAR, Hoy Viernes de 9am a 2pm. Frente a la presidencia municipal frente al centro de salud. No olvides llevar tu cubrebocas.",,,,,,0.68
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-12 23:51:11 CDT,2021-08-12,23:51:11,Photo,4,3,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1461304094225590,“Campaña de vacunación antirrábica 2021” 🦮🐈🐕🐈‍⬛🐩🐈 Lleva a tus perros y gatos a vacunar. Mañana Viernes de 9am a 2pm. Frente a la presidencia municipal y frente al centro de salud. ¡No olvides llevar tu cubrebocas!😷,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1461304017558931/?type=3,,"¡QUÉ PERRO ES CUIDAR A TU MASCOTA CAMPAÑA DE VACUNACIÓN GRATUITA LLEVAATUS PERROS YGATOS AVACUNAR, Mañana Viernes de 9am a 2pm. Frente a la presidencia municipal yfrente al centro de salud. olvides llevar tu cubrebocas.",,,,,,-0.64
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-12 11:00:14 CDT,2021-08-12,11:00:14,Photo,47,31,1,8,5,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1460923144263685,"La Presidenta del DIF Cosío la Señora Gricelda Díaz Luévano en compañía de la Directora Irma Pérez Adame se sumaron a la convocatoria para apoyar a la colecta anual de la Cruz Roja. Después de la reunión de trabajo acordaron trabajar para fortalecer las finanzas de este organismo para que siga operando con eficiencia, respondiendo al auxilio de la población. #AliadosPorCosío🤝",https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1460923074263692/?type=3,,,"Photos from Gobierno Municipal de Cosio, Ags's post",,,,,2.47
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-10 14:59:09 CDT,2021-08-10,14:59:09,Photo,19,10,0,9,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1459610771061589,“CAMPAÑA DE BARBERÍA ”✂️🔵⚪️🔴 !TE ESPERAMOS¡ Sábado 14 de Agosto de 11:00am a 2:00pm. Lugar: Instalaciones de la Delegación La Punta.,https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1459610737728259/?type=3,,Campaña de Barberia SÁBADO 14 AGOSTO ¡Gratis! 11:00 11:00A.M. A.M. A 2:00 P.M. En En las instalaciones de la Delegaciòn La Punta DIF MUNICIPAL COS10 nor PROGRESANDO,,,,,,1
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-10 11:27:36 CDT,2021-08-10,11:27:36,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1459506031072063,,https://www.facebook.com/IDEAgs/photos/a.194945690565834/4348934965166865/?type=3,,,Instituto del Deporte del Estado de Aguascalientes,"Nuestro estado será sede de este magno evento de talla internacional que no te puedes perder.
La cita es a partir de mañana en el Gimnasio Olímpico de la Ciudad Deportiva del Instituto del Deporte del Estado de Aguascalientes. 
Boletos a la venta a través del Sistema Show Ticket.
https://www.showticket.com.mx/eventperformances.asp?evt=791
#Aguascalientes
#ContigoAl100
#ALaVacuna",,,,-22
"Gobierno Municipal de Cosio, Ags",OficialGobiernodeCosio,859812614374744,,MX,,,N/A,N/A,2021-08-10 10:43:09 CDT,2021-08-10,10:43:09,Photo,16,15,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/859812614374744/posts/1459480701074596,"El Presidente Municipal de Cosío Eusebio Enrique Delgado Esparza, visitó al coordinador estatal del INEGI, Nicolás Molina López, quien entregó los resultados del Censo de Población y Vivienda 2020 correspondientes a nuestro municipio. #AliadosPorCosío🤝🌳",https://www.facebook.com/OficialGobiernodeCosio/photos/a.860074301015242/1459480594407940/?type=3,,,"Photos from Gobierno Municipal de Cosio, Ags's post",,,,,0.84
