Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x )
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57847,63389,2021-08-22 11:37:00 CDT,2021-08-22,11:37:00,Photo,38,18,1,19,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4575706835794284,"¿Sabías que..? La razón de que se haya elegido esta fecha es porque un 22 de agosto de 1873, fue cuando se fundó el primer cuerpo de bomberos del país, en el Puerto de Veracruz. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4575706732460961/?type=3,,,,,,,,-1.79
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57847,63389,2021-08-22 10:12:00 CDT,2021-08-22,10:12:00,Photo,559,263,9,256,1,26,2,1,0,1,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4575488309149470,"Aviso de Ciclón Tropical en el Océano Pacífico San José del Cabo, BCS, a 22 de Agosto del 2021. Servicio Meteorológico Nacional, fuente oficial ZONA DE BAJA PRESIÓN FRENTE A LAS COSTAS DE JALISCO Coordenadas: Latitud Norte:19.4° Longitud Oeste: 105.9° A 80 km al oeste de Playa Pérula y a 110 km al sur de Cabo Corrientes, Jalisco. Con desplazamiento al oeste a una velocidad de 16 a 24 km/h. En interacción con la onda tropical Núm. 22 originarán lluvias muy fuertes a puntuales intensas en Nayarit, Jalisco, Colima y Michoacán así como intervalos de chubascos en Baja California Sur (5.1 a 25 mm) por la tarde, además de viento del noroeste de 20 a 30 km/h con rachas de hasta 50 km/h para nuestra península de BCS. Se recomienda mantenerte informado sobre la evolución de este sistema vía medios oficiales, estar prevenidos y tomar precauciones por los efectos de lluvia, viento y oleaje. #ProtecciónCivilSomosTodos DIRECCIÓN MUNICIPAL DE PROTECCIÓN CIVIL LOS CABOS ÁREA DE MONITOREO",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4575488259149475/?type=3,,80 Culiacan LaPaz 70 Monterrey Saltillo Durango 50 40 Cd. Victoria Zacatecas 30 San Luis Potosi Aguascalientes 20 10 Guadalajara Guanajuato Queretaro Colima Morelia -10 Zona de baja presión -20 TolucaDMX Tlaxca Cuernavaca -30 40 Chilpancingo -50 -60 -70 -100 GOES-16 ABI Banda 13 Temp.[C] 22-Aug-2021 11:20:20 UTC Local CDMX 06:20 Hrs.) -80 -90 -100,,,,,,8.21
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57847,63389,2021-08-22 09:11:28 CDT,2021-08-22,09:11:28,Photo,240,145,9,84,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4575327669165534,"PRONÓSTICO METEOROLÓGICO DOMINGO 22 DE AGOSTO DEL 2021 PARA LA LA PENÍNSULA DE BAJA CALIFORNIA. SMN/CONAGUA. (FUENTE OFICIAL). * Cielo mayormente despejado durante el día y sin lluvia. * Ambiente fresco al amanecer y caluroso por la tarde. * Viento del noroeste de 20 a 30 km/h en la región.. MUNICIPIO DE LOS CABOS * SAN JOSÉ DEL CABO: 24°C, sensación térmica de 29°C. ~ Cielo mayormente soleado. ~ Humedad 85%. ~Temperatura máxima de 33°C, sensación térmica de 39°C y una mínima de 24°C. ~ Velocidad de las rachas de viento de 7 a 13 km/h. * CABO SAN LUCAS: 25°C, sensación térmica de 27°C. ~ Cielo parcialmente soleado. ~ Humedad 81%. ~Temperatura máxima de 32°C, sensación térmica de 37°C y una mínima de 25°C. ~ Velocidad de las rachas de viento de 13 a 21 km/h. #ProtecciónCivilSomosTodos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4575327605832207/?type=3,,,,,,,,3.53
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57847,63389,2021-08-21 20:28:36 CDT,2021-08-21,20:28:36,Live Video Complete,97,30,14,42,11,0,0,0,0,0,owned,Yes,1418,3060,0,00:55:30,https://www.facebook.com/209049169126761/posts/188800093190345,,https://www.facebook.com/ayuntamientodeloscabos/videos/188800093190345/,,,,,,,,-1.06
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57818,63361,2021-08-21 16:34:35 CDT,2021-08-21,16:34:35,Native Video,24,10,1,9,2,0,0,0,2,0,owned,Yes,261,324,0,00:00:25,https://www.facebook.com/209049169126761/posts/4573281896036778,"Gracias al trabajo realizado por la alcaldesa Armida Castro en nuestro Estero josefino, hoy podemos decir que vive una nueva y mejor historia. Recuperando paulatinamente lo majestuoso de su flora y fauna. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/251896500112952/,,,,,,,,-2.12
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57818,63361,2021-08-21 09:04:41 CDT,2021-08-21,09:04:41,Photo,77,53,1,23,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4572272482804386,"PRONÓSTICO METEOROLÓGICO SÁBADO 21 DE AGOSTO DEL 2021 PARA LA LA PENÍNSULA DE BAJA CALIFORNIA. SMN/CONAGUA. (FUENTE OFICIAL). * Cielo mayormente despejado durante el día y sin lluvia. * Ambiente fresco al amanecer y caluroso por la tarde. * Viento del noroeste de 20 a 30 km/h en la región.. MUNICIPIO DE LOS CABOS * SAN JOSÉ DEL CABO: 24°C, sensación térmica de 29°C. ~ Cielo mayormente soleado. ~ Humedad 85%. ~Temperatura máxima de 33°C, sensación térmica de 39°C y una mínima de 24°C. ~ Velocidad de las rachas de viento de 7 a 13 km/h. * CABO SAN LUCAS: 25°C, sensación térmica de 27°C. ~ Cielo parcialmente soleado. ~ Humedad 81%. ~Temperatura máxima de 32°C, sensación térmica de 37°C y una mínima de 25°C. ~ Velocidad de las rachas de viento de 13 a 21 km/h. #ProtecciónCivilSomosTodos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4572272306137737/?type=3,,,,,,,,1.12
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57804,63342,2021-08-20 19:16:54 CDT,2021-08-20,19:16:54,Photo,118,77,2,33,2,1,2,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4570530646311903,A partir de este viernes los restaurantes y restaurant bar amplían su horario hasta la 01:00 de la mañana; también los menores de edad ya pueden ingresar a los centros comerciales. No bajemos la guardia y sigamos avanzando en el camino a la #NuevaNormalidad. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4570530549645246/?type=3,,LOS CABOS 2 En Los Cabos estamos en nivel 3 Nivel 3 Distanciamiento social persona por3 por m² Operación de actividades esenciales. Reducida en no esenciales. Aforo 50% Máximo cuidado a las personas vulnerables.,,,,,,1.7
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57818,63361,2021-08-20 19:00:47 CDT,2021-08-20,19:00:47,Native Video,116,27,1,86,1,0,0,1,0,0,owned,Yes,511,956,0,00:03:37,https://www.facebook.com/209049169126761/posts/550361819493551,Las 5 de la Semana. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/videos/550361819493551/,,,Las 5 de la Semana.,,,,,2.19
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57804,63342,2021-08-20 17:19:58 CDT,2021-08-20,17:19:58,Photo,41,15,0,24,1,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4570311463000488,Te presentamos el Programa General de las Actividades en Conmemoración al Tricentenario de la Fundación de la Misión de Santiago. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4570311399667161/?type=3,,,,,,,,-1.73
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57804,63342,2021-08-20 13:37:12 CDT,2021-08-20,13:37:12,Photo,32,17,2,13,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4569815633050071,Sigue el tandeo de agua en tu colonia: programación del tandeo del día viernes 20 de agosto en Cabo San Lucas. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4569815556383412/?type=3,,AGUA POTABLE LOS LOSCA Programación de Tandeo Viernes 20 agosto 2021 Cabo San Lucas Mesa Colorada Segunda Etapa Lomas del Valle Ampliación Matamoros Mercado Municipal 4 de marzo Obrera Residencial Ventanas Altamira Fraccionamiento Solaría #AguaParaTodos,,,,,,-2.16
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57804,63342,2021-08-20 09:54:52 CDT,2021-08-20,09:54:52,Live Video Scheduled,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/201302198647355,,https://www.facebook.com/events/201302198647355/,,,Las 5 de la Semana.,"Las 5 de la Semana. 

#CiudadanosHaciendoHistoria ",,,,-9.5
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57804,63342,2021-08-20 09:00:43 CDT,2021-08-20,09:00:43,Photo,45,24,0,21,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4569138359784465,"PRONÓSTICO METEOROLÓGICO VIERNES 20 DE AGOSTO DEL 2021 PARA LA LA PENÍNSULA DE BAJA CALIFORNIA. SMN/CONAGUA. (FUENTE OFICIAL). * Cielo mayormente despejado durante el día y sin lluvia. * Ambiente fresco al amanecer y caluroso por la tarde. * Viento del noroeste de 20 a 30 km/h en la región.. MUNICIPIO DE LOS CABOS * SAN JOSÉ DEL CABO: 24°C, sensación térmica de 29°C. ~ Cielo mayormente soleado. ~ Humedad 85%. ~Temperatura máxima de 33°C, sensación térmica de 39°C y una mínima de 24°C. ~ Velocidad de las rachas de viento de 7 a 13 km/h. * CABO SAN LUCAS: 25°C, sensación térmica de 27°C. ~ Cielo parcialmente soleado. ~ Humedad 81%. ~Temperatura máxima de 32°C, sensación térmica de 37°C y una mínima de 25°C. ~ Velocidad de las rachas de viento de 13 a 21 km/h. #ProtecciónCivilSomosTodos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4569138269784474/?type=3,,,,,,,,-1.53
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57792,63327,2021-08-19 16:39:44 CDT,2021-08-19,16:39:44,Photo,58,25,1,31,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4567113643320270,Te compartimos el calendario de la Primera Semana de Información Histórica Conmemorativa de la Fundación de la Misión de Santiago Añiñi; evento que será transmitido a través de la página de Facebook de la Delegación de Santiago y del Ayuntamiento de Los Cabos. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4567113569986944/?type=3,,,,,,,,-1.23
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57792,63327,2021-08-19 12:23:54 CDT,2021-08-19,12:23:54,Photo,45,12,3,28,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4566569490041352,"De todos los medios de expresión, la fotografía es el único que fija el instante preciso y nos regala una imagen que durará para siempre; congelando el tiempo, será una radiografía que quedará para la posteridad. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4566569410041360/?type=3,,,,,,,,-1.56
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57792,63327,2021-08-19 09:07:31 CDT,2021-08-19,09:07:31,Photo,52,24,0,28,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4566069743424660,"PRONÓSTICO METEOROLÓGICO JUEVES 19 DE AGOSTO DEL 2021 PARA LA LA PENÍNSULA DE BAJA CALIFORNIA. SMN/CONAGUA. (FUENTE OFICIAL). * Escasa nubosidad durante el día, sin lluvia. * Ambiente fresco al amanecer y caluroso por la tarde. * Viento del noroeste de 20 a 30 km/h en la región, con rachas de 50 a 60 km/h en Baja California. MUNICIPIO DE LOS CABOS * SAN JOSÉ DEL CABO: 25°C, sensación térmica de 27°C. ~ Cielo nublado la mayor parte del día. ~ Humedad 86%. ~Temperatura máxima de 31°C, sensación térmica de 36°C y una mínima de 24°C. ~ Velocidad de las rachas de viento de 13 a 21 km/h. * CABO SAN LUCAS: 25°C, sensación térmica de 27°C. ~ Cielo parcialmente nublado. ~ Humedad 86%. ~Temperatura máxima de 31°C, sensación térmica de 36°C y una mínima de 25°C. ~ Velocidad de las rachas de viento de 13 a 21 km/h. #ProtecciónCivilSomosTodos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4566069680091333/?type=3,,,,,,,,-1.35
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57772,63304,2021-08-18 16:00:20 CDT,2021-08-18,16:00:20,Photo,131,61,7,53,1,1,7,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4563964853635149,"Por disposición del Comité Estatal de Seguridad en Salud, el día de hoy nos encontramos en Nivel 3 “Alto” del Sistema de Alerta Sanitario de Baja California Sur; continuemos el buen trabajo de la prevención y utilicemos nuestro cubrebocas en espacios públicos. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4563964723635162/?type=3,,LOS CABOS 2 En Los Cabos estamos en nivel 3 Nivel 3 Distanciamiento social persona por3 por m² Operación de actividades esenciales. Reducida en no esenciales. Aforo 50% Máximo cuidado a las personas vulnerables.,,,,,,1.87
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57772,63304,2021-08-18 10:05:41 CDT,2021-08-18,10:05:41,Live Video Complete,60,15,1,41,2,0,0,0,0,1,owned,Yes,634,961,0,00:03:56,https://www.facebook.com/209049169126761/posts/218812933516545,#EnVivo / 🛑 Entrega de certificación de Playas Platino a 5 playas de nuestro municipio. #CiudadanosHaciedo,https://www.facebook.com/ayuntamientodeloscabos/videos/218812933516545/,,,,,,,,-1.78
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,57772,63304,2021-08-18 09:11:53 CDT,2021-08-18,09:11:53,Photo,60,32,0,27,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4562999550398346,"PRONÓSTICO METEOROLÓGICO MIÉRCOLES 18 DE AGOSTO DEL 2021. SMN/CONAGUA. (FUENTE OFICIAL). Para hoy, un canal de baja presión extendido sobre la Mesa del Norte y la Mesa Central, inestabilidad atmosférica superior y la onda tropical Núm. 21 que recorrerá el occidente del territorio nacional, provocarán chubascos y lluvias fuertes a muy fuertes, descargas eléctricas y posible caída de granizo en zonas del noroeste, norte, occidente, centro y sur del país, incluido el Valle de México. PENÍNSULA DE BAJA CALIFORNIA * Cielo medio nublado con lluvias aisladas en Baja California y en Baja California Sur. * Ambiente fresco al amanecer y caluroso a muy caluroso por la tarde con temperaturas de hasta 45°C en el norte de Baja California. * Viento del noroeste de 20 a 30 km/h en la región con rachas de 60 a 70 km/h en Baja California, incluido el Golfo de California. MUNICIPIO DE LOS CABOS * SAN JOSÉ DEL CABO: 25°C, sensación térmica de 28°C. ~ Cielo parcialmente nublado. ~ Humedad 91%. ~Temperatura máxima de 32°C, sensación térmica de 39°C y una mínima de 24°C. ~ Velocidad de las rachas de viento de 7 a 13 km/h. * CABO SAN LUCAS: 26°C, sensación térmica de 29°C. ~ Cielo parcialmente nublado. ~ Humedad 87%. ~Temperatura máxima de 31°C, sensación térmica de 36°C y una mínima de 25°C. ~ Velocidad de las rachas de viento de 13 a 22 km/h. #ProtecciónCivilSomosTodos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4562999487065019/?type=3,,,,,,,,-1.19
